"","distance","time"
"1",0.0107995500000001,450
"2",52.43262138,5350
"3",0.44279766,450
"4",5.60644659,500
"5",0.0229942800000031,500
"6",0.219997439999996,450
"7",0.0365493599999966,500
"8",1.59466472999998,500
"9",0,500
"10",0.0148760099999996,850
"11",31.61098926,4850
"12",0.000488699999999888,500
"13",0,750
"14",47.63132253,8250
"15",0.0560591099999929,450
"16",0.363784949999991,550
"17",75.73771485,9450
"18",0.137901869999995,450
"19",0.015984809999998,550
"20",0.195293520000005,500
"21",0.207537479999997,550
"22",1.25398025999999,600
"23",0.61974450000001,500
"24",0.0158738400000025,550
"25",21.4825437,3000
"26",28.14380433,8150
"27",0.3251637,500
"28",62.89396434,5950
"29",0.655650270000006,500
"30",0.218540610000002,700
"31",0.676815389999978,450
"32",0.0342387899999955,550
"33",0.0189868499999999,900
"34",0.780149970000012,500
"35",93.8912674500001,7050
"36",0.552263040000001,450
"37",0.0300260699999972,950
"38",57.56607837,8500
"39",0.192361770000003,500
"40",0.557131590000016,450
"41",0.708364980000002,5250
"42",0.303445259999992,550
"43",0.0262770300000001,550
"44",0.00416628000000002,500
"45",1.20339863999999,500
"46",0.127707389999995,500
"47",21.78021555,4600
"48",0.0179614800000038,450
"49",0.0588861000000017,500
"50",0.0161617499999991,450
"51",0.043939710000003,500
"52",18.66010239,7600
"53",2.17666845,11300
"54",0.0386672399999999,500
"55",0.0458469899999993,500
"56",1.50402141,4700
"57",0.0218736900000006,500
"58",0.0273780899999998,750
"59",0.456977699999998,8450
"60",0.0607263299999959,500
"61",0.136515330000003,500
"62",0.0763155900000024,450
"63",1.10920554,4300
"64",0.022292369999996,500
"65",0.141079320000008,550
"66",0.0474244200000012,500
"67",149.0874993,14300
"68",0.00713952000000177,500
"69",0.0372744900000001,500
"70",0.389833920000002,4550
"71",0.0082045799999993,500
"72",0.106773930000003,550
"73",21.88531962,4700
"74",0.0815714100000006,550
"75",0.100956239999999,450
"76",0.645410519999997,5700
"77",0.0413015399999997,550
"78",0.447096869999997,550
"79",0.0333831599999989,500
"80",0.0257315400000034,550
"81",0.0639316800000016,550
"82",0.287560980000002,450
"83",0.0369089999999966,450
"84",0.133998390000001,450
"85",30.0489143399999,6700
"86",1.12119444000001,650
"87",0.000307709999999666,450
"88",0.000560610000000034,650
"89",0.000273240000000312,550
"90",0.0847891799999955,500
"91",0.027438749999998,650
"92",0.401029920000005,650
"93",10.70520579,3900
"94",0.112546799999997,500
"95",0.00311813999999989,650
"96",0.0160329599999991,550
"97",0.0621316800000021,1150
"98",0.0264158999999997,500
"99",0.0626585399999988,550
"100",0.0883637100000016,800
"101",0.0286375499999986,500
"102",0.100346310000009,500
"103",0.000274679999999939,450
"104",0.0192517200000002,500
"105",0.0211821300000024,500
"106",0.246849840000002,1500
"107",0.0691424099999965,500
"108",1.01699999999803e-05,450
"109",0.443691990000002,550
"110",0.0457254000000035,550
"111",0.393773489999996,500
"112",1.98292464,3350
"113",0.0594920699999992,550
"114",1.0143135,550
"115",0.132154380000004,4750
"116",0.00530927999999934,500
"117",0,900
"118",0.199640880000005,950
"119",1.02435722999999,450
"120",0.0163298699999974,450
"121",0.164250269999998,550
"122",0.243773999999993,500
"123",92.30500233,8400
"124",0.0712896300000001,500
"125",0.0320179500000013,850
"126",0.342566370000008,950
"127",0.0347568299999989,1000
"128",0.440244899999987,450
"129",0.0156703500000003,550
"130",11.81011689,3650
"131",0.0719386199999973,450
"132",0.014925419999998,500
"133",2.24719344000001,4200
"134",0.0943097400000028,750
"135",0.0148431600000009,500
"136",0.0339567300000022,500
"137",2.21811479999999,550
"138",84.08197836,6300
"139",0.0672553800000008,500
"140",0.0207168300000011,450
"141",14.2909029,9850
"142",0.0037213199999994,500
"143",0.102893849999998,550
"144",25.85830059,4950
"145",0.0203936399999973,450
"146",0.0569167200000032,450
"147",0.111904560000001,2700
"148",0.176022630000004,450
"149",0.20483397000001,450
"150",1.00066302,500
"151",0.542214270000004,500
"152",1.39267619999998,500
"153",1.01791071000002,500
"154",0.0860424299999949,500
"155",0.0713418300000064,550
"156",1.9799999999929e-06,600
"157",0.00745793999999888,1000
"158",0.0297454499999997,450
"159",0.0112199399999982,500
"160",0.0365347800000004,500
"161",0.0144102600000003,550
"162",0.00595143000000066,700
"163",0.826044299999993,550
"164",0.168372000000003,450
"165",0.0558703799999994,500
"166",0.126063539999998,750
"167",0.0630275400000028,700
"168",0.0291777300000016,500
"169",0.0925662600000036,500
"170",0.0444336299999967,500
"171",0.182026980000002,550
"172",0.0625185900000014,600
"173",14.59500705,3100
"174",0.0175214700000015,500
"175",4.00185620999998,5000
"176",0.0191817900000005,450
"177",0.0144826199999973,450
"178",0.0665073900000015,500
"179",0.258010739999998,5450
"180",0.167950980000003,500
"181",0.00256419000000146,500
"182",0.117058769999996,500
"183",0.0115378200000003,450
"184",0.254485709999993,500
"185",0.0837305999999917,500
"186",0.0311829300000004,450
"187",16.09084062,4350
"188",0.242246339999993,450
"189",0.0428431500000029,450
"190",0.105628770000001,450
"191",0.0264605400000038,450
"192",0.338104169999996,450
"193",0.109939859999997,450
"194",0.0572363999999991,850
"195",0.317087820000011,450
"196",1.31617161,4850
"197",0.0297890100000004,500
"198",0.730701179999993,550
"199",0.0329047200000016,500
"200",0.0110673000000005,500
"201",0.0263310299999997,500
"202",114.71445324,7950
"203",0.0223023600000025,450
"204",0.0386882100000019,500
"205",14.48315739,3200
"206",0.0208234799999995,500
"207",0.112776389999997,450
"208",0.0139157099999992,750
"209",22.41088452,7850
"210",0,500
"211",41.98528017,11600
"212",35.5437137699999,4900
"213",0.007483319999999,500
"214",0.00802763999999917,650
"215",0.147837509999994,700
"216",0.0825092100000023,800
"217",0.0309919499999999,850
"218",0.554519879999991,450
"219",0.0226502100000003,500
"220",0.0389830500000025,950
"221",0.0156973500000001,750
"222",0.047529720000001,500
"223",0.00355301999999915,450
"224",0.00529137000000067,500
"225",0.0904748399999963,500
"226",0.00382014000000146,450
"227",0.117901260000007,450
"228",72.92321136,11650
"229",0.257012820000012,450
"230",0.0149320800000028,850
"231",0.0752574599999955,500
"232",0.0429615900000002,950
"233",0.00162089999999979,450
"234",0.0186452999999995,450
"235",0.0766458899999988,450
"236",0.087895800000007,450
"237",0.0251195400000054,450
"238",0.0948215700000052,450
"239",0.00365759999999978,450
"240",0.179641439999993,450
"241",0.244316069999993,450
"242",0.0297887400000042,450
"243",0.08244063,500
"244",0.122998410000003,450
"245",0.0156900600000004,900
"246",0.204607619999999,450
"247",0,500
"248",0,850
"249",27.51955443,6950
"250",0.0103536900000009,500
"251",0.153510119999998,500
"252",0.0977435999999999,850
"253",15.59411604,7200
"254",0.0565071299999945,500
"255",0.0621270900000002,900
"256",0.0563890500000019,450
"257",0.00185030999999978,500
"258",0.0374201999999988,450
"259",0.0181364400000006,500
"260",0.186125760000007,450
"261",0.0579680100000017,700
"262",0.0983607300000065,450
"263",80.43952509,7250
"264",0.185786909999996,500
"265",0.166113629999999,800
"266",0.00792818999999973,900
"267",0.189418500000005,4950
"268",0.0404938799999962,450
"269",0.813018869999984,400
"270",66.65041926,5250
"271",0.0543028499999982,450
"272",0.0191010600000005,500
"273",0.503313209999987,450
"274",0.596730600000006,500
"275",0.335040029999997,450
"276",0.0864656999999992,450
"277",0.01993032,450
"278",0.0149498099999981,450
"279",0.0162341999999994,450
"280",0.23614173000001,450
"281",0.235448459999994,450
"282",5.41660706999999,6400
"283",0.0152731800000007,500
"284",0.0386101800000003,450
"285",0.00369315000000061,500
"286",0.00484325999999894,500
"287",33.43576977,10300
"288",0.0469908900000013,450
"289",0.00686015999999788,450
"290",0.00158454000000037,550
"291",32.6053998,5000
"292",0.00546767999999976,650
"293",0.00471050999999954,500
"294",0.0147357000000024,500
"295",0.0503898300000011,800
"296",0.0134960399999977,450
"297",87.14147049,6900
"298",0.0230435999999993,450
"299",0.076692690000002,800
"300",0.0734642099999979,450
"301",0.274490730000007,750
"302",0.642267450000002,450
"303",0.0134533799999995,450
"304",0.195063479999993,3400
"305",0.413146349999995,450
"306",0.249462449999991,450
"307",0.272968110000005,450
"308",0.36807759,600
"309",0.533483459999991,750
"310",111.89963601,9600
"311",19.65929823,7050
"312",0.553346640000004,950
"313",0.244957140000004,500
"314",0.532061550000003,950
"315",0.342831059999983,500
"316",0.136357109999999,2050
"317",22.95389637,6600
"318",0.238294259999992,500
"319",0.492354810000001,500
"320",0.332982720000012,450
"321",0.305343090000002,550
"322",0.423627839999983,700
"323",1.7717229,5150
"324",0.317495700000003,550
"325",31.48340121,6300
"326",0.533870189999999,2950
"327",0.202283369999999,500
"328",0.333768779999985,550
"329",0.316507230000006,550
"330",0.246393989999996,500
"331",4.38852906,7650
"332",0.293636430000013,500
"333",0.32586470999999,550
"334",0.222534630000003,450
"335",0.299322359999998,500
"336",0.299746620000013,500
"337",0.354836789999995,450
"338",44.88712326,7500
"339",0.271446659999988,450
"340",2.38906475999999,5300
"341",50.9782032,8900
"342",0,700
"343",0.56733534,1000
"344",4.17185262,3250
"345",0,900
"346",0.060127289999999,2450
"347",0,450
"348",0,500
"349",1.14221763,500
"350",0,600
"351",0.00655622999999978,500
"352",0.24421527000001,500
"353",0.353755529999988,500
"354",11.32129296,6950
"355",0.273975839999994,500
"356",0.339969509999994,1450
"357",0.313969679999985,550
"358",0.202044419999991,550
"359",0.263258909999996,450
"360",0.286903349999989,550
"361",3.00904362,7000
"362",0.264786839999992,550
"363",0.299208239999994,750
"364",10.56768732,5900
"365",0.477429570000012,500
"366",38.25116037,4700
"367",0.00323100000000038,500
"368",2.26683837,4900
"369",0,500
"370",0.188131590000007,750
"371",3.82363676999995,6900
"372",0,600
"373",6.44514858000003,4900
"374",0.347407199999995,550
"375",0.247401089999998,450
"376",0.262842749999994,550
"377",0.183875760000003,450
"378",36.37268703,7800
"379",0.206338770000001,500
"380",0.0130755599999989,1450
"381",0.00262187999999982,1500
"382",2.26312578000003,550
"383",0.340722989999989,500
"384",0.431716950000002,550
"385",5.03352369000008,4600
"386",0.00286425000000011,450
"387",1.84993929,16300
"388",6.04951586999999,4150
"389",0.148263480000001,1000
"390",0.0437982299999994,1050
"391",0.0018795599999999,500
"392",0.00225143999999992,700
"393",0.00119195999999978,450
"394",0.15660792,600
"395",0.243866879999998,450
"396",0.18996110999999,500
"397",0.128456100000001,500
"398",0.143302049999993,500
"399",0.295065989999991,550
"400",0.216431369999993,550
"401",0.323339039999998,500
"402",1.99314252,9250
"403",0.237893129999999,450
"404",0.388202309999996,550
"405",0.499289489999997,1350
"406",4.82182739999999,5000
"407",0.292985280000009,500
"408",0.275295330000005,450
"409",0.332466569999996,600
"410",0.462360240000011,800
"411",0.306501120000017,450
"412",78.9658686,9500
"413",0.26928387,600
"414",0.265198499999989,550
"415",20.0722428,5050
"416",0,450
"417",0.000899639999999782,700
"418",0,450
"419",0.10618038,500
"420",0.0854729099999997,500
"421",3.04741206,4900
"422",0,500
"423",0.243216810000005,550
"424",4.81275189000001,4250
"425",0.235616849999999,700
"426",0.195618149999987,500
"427",0.39048156,1650
"428",0.223954559999993,550
"429",0.0211470299999995,500
"430",0.436177350000002,9400
"431",0.206973810000006,500
"432",0.245195730000008,450
"433",8.43742638000007,1550
"434",134.60793714,6000
"435",0.32550111,450
"436",0.070028369999999,450
"437",0.26878869000001,600
"438",0.270852389999996,500
"439",0.38327391,550
"440",0.317315700000018,450
"441",0.311254200000006,450
"442",0.167126670000003,450
"443",4.73158278000001,4750
"444",0,450
"445",0.302327100000006,550
"446",2.35851336000004,500
"447",9.28104858,4700
"448",0.0368675100000015,500
"449",8.54841033,8000
"450",4.98134519999999,4550
"451",0.00255960000000133,500
"452",0,450
"453",0.00166437000000009,500
"454",10.48845159,4300
"455",0.192306869999988,450
"456",0.324047789999999,500
"457",0.174543120000003,450
"458",0.319748760000003,500
