"","distance","time"
"1",0.32520654,3500
"2",0.36525456,3750
"3",36.65428524,8900
"4",0.62560125,3600
"5",0.517627620000001,3600
"6",0.117436229999999,3600
"7",1.48543227,3600
"8",0.58022172,3600
"9",0.0567638100000012,3750
"10",0.142520849999999,3650
"11",0.167129190000001,3500
"12",0.11100411,3550
"13",0.0980771400000007,3500
"14",0.198396540000001,3600
"15",0.21955536,3600
"16",0.0383229900000004,3600
"17",29.19206601,8850
"18",0.16356753,3600
"19",0.2688957,3650
"20",79.76976048,10150
"21",14.76880965,10050
"22",0.26635527,3500
"23",0.172083059999998,3650
"24",0.00573435000000004,3500
"25",0.439508250000006,3700
"26",0.242733960000002,3550
"27",0.0499502699999995,3750
"28",0.0893021400000004,3500
"29",0.613717470000004,3500
"30",0.345851460000001,3500
"31",0.059877359999999,3450
"32",0.245717280000001,6700
"33",0.491216130000002,3550
"34",0.841040280000001,8900
"35",0.393493409999998,3550
"36",0.594620190000002,3450
"37",0.0545938200000001,4100
"38",0.01646316,3550
"39",0.314677260000002,3500
"40",15.33521754,8050
"41",0.33786324,3600
"42",0.741289769999998,3750
"43",0.191770739999998,3650
"44",0.479492550000001,4250
"45",0.196514279999999,3700
"46",17.14772295,18250
"47",0.20403711,3600
"48",0.223360380000001,3700
"49",0.219425670000002,3600
"50",0.397709009999999,3650
"51",0.71138403,3750
"52",0.362676959999999,3600
"53",0.37133559,3600
"54",0.20975445,3700
"55",0.401421689999999,3550
"56",0.290731590000004,3600
"57",39.59228709,8050
"58",0.259259310000002,3450
"59",0.275010390000002,3700
"60",34.78654359,10200
"61",0.0125671500000001,3500
"62",0.19658187,3500
"63",14.18972094,9950
"64",0.296093159999996,3500
"65",0.152851319999996,3700
"66",0.164489219999999,3500
"67",85.88457747,11300
"68",0.0580728599999993,3550
"69",0.256364819999997,4000
"70",75.08442591,15000
"71",0.113487030000004,3450
"72",0.264859379999998,3450
"73",12.98233782,8050
"74",0.0252950400000008,3500
"75",0.271458540000001,3550
"76",0.0779323499999982,3450
"77",0.0404614800000003,3800
"78",41.02350093,12000
"79",0.222144929999998,3600
"80",0.977363280000001,3500
"81",0.654540300000007,3500
"82",23.07458628,7500
"83",0.5158053,3600
"84",0.152171550000001,3650
"85",0.331097850000002,3650
"86",67.31097012,8200
"87",1.58447907,3700
"88",1.75542048,3600
"89",0.507075480000001,3550
"90",0.553888979999999,3700
"91",91.84639554,8150
"92",0.175747049999998,3650
"93",0.469718729999996,3700
"94",0.195593939999999,3600
"95",89.2342383300001,10300
"96",1.64062881,3650
"97",0.507431610000001,3550
"98",0.217109429999999,3600
"99",0.38247336,3600
"100",0.29783493,3700
"101",0.629878230000001,3550
"102",0.23337513,3900
"103",0.669272130000002,3500
"104",0.211681529999996,3500
"105",0.324063629999999,3500
"106",0.00200511000000008,3900
"107",0.579295979999998,3550
"108",0.389786399999999,3600
"109",0.155390400000001,3550
"110",0.0887621399999996,3500
"111",0.213163110000003,3850
"112",0.32279112,3700
"113",0.192451590000002,3500
"114",3.11407461,6750
"115",0.0390531600000012,3550
"116",0.0173502899999994,3500
"117",89.27144541,11600
"118",0.121358159999999,3500
"119",0.191582549999999,3650
"120",0.0740922300000008,3550
"121",0.222601499999999,3600
"122",0.540748349999998,3700
"123",0.151241309999999,3600
"124",0.444784589999999,3650
"125",0.142694820000001,3750
"126",41.96538873,7100
"127",18.13754466,7550
"128",0.330733800000003,3600
"129",0.83272824,3800
"130",0.325488780000002,4250
"131",0.789258150000001,3600
"132",0.0830444399999987,3600
"133",0.155696760000001,3600
"134",0.518767650000001,3650
"135",0.135878129999999,3600
"136",0.0166392900000009,3550
"137",0.0436157099999977,3550
"138",9.42715368,10800
"139",0.196145820000001,3500
"140",0.230049990000005,3450
"141",0.340927110000002,3500
"142",0.0269708400000003,3800
"143",0.738044189999997,3650
"144",0.331745760000005,3700
"145",0.230716889999996,3550
"146",0.420584579999998,3750
"147",28.84535181,11600
"148",0.164464560000001,3450
"149",0.108769409999999,3500
"150",0.175585950000001,3550
"151",0.641301119999996,3550
"152",0.266503139999998,3600
"153",0.0197582399999998,3500
"154",0.0553599000000004,3500
"155",155.83685868,13600
"156",0.287840700000003,3550
"157",0.651444480000001,3450
"158",0.389869019999995,3500
"159",0.7328745,3500
"160",0.432952559999991,3600
"161",0.222428520000003,3500
"162",0.0455616000000001,3550
"163",0.814336560000004,3450
"164",0.126865529999999,3500
"165",0.323355150000003,3650
"166",0.15084207,3600
"167",0.1994337,3600
