"","distance","time"
"1",0.0365360399999997,1500
"2",16.28459334,4050
"3",0.0223147799999993,450
"4",0.22190877,1450
"5",0.570278610000004,450
"6",0.486063720000002,450
"7",0.110024729999997,550
"8",13.99715847,5300
"9",1.75261995,450
"10",0.0904214700000017,500
"11",29.91875688,4850
"12",29.06222976,5050
"13",0.0314735399999986,450
"14",0.0304216200000003,450
"15",0.0638277299999995,600
"16",0.27896283,1400
"17",0.00877788000000028,450
"18",0.0781218000000003,700
"19",17.96147235,4800
"20",0.00100782000000001,550
"21",0.0388831500000005,450
"22",0.0231969599999994,500
"23",0.0465561000000008,500
"24",0.134257950000001,500
"25",0.0598122899999996,400
"26",0.933215849999997,450
"27",0.03852504,1850
"28",0.141658199999999,1650
"29",0.677303820000001,500
"30",0.03031011,7850
"31",1.00831077,550
"32",0.990303119999998,550
"33",0.0101011499999999,550
"34",0.46435509,1200
"35",2.9919825,3500
"36",0.491867460000001,3150
"37",0.0756442799999994,450
"38",22.03541388,4750
"39",0.100964970000001,500
"40",0.0415112400000006,450
"41",0.601600049999998,500
"42",31.44360573,5400
"43",8.87394114000002,1650
"44",11.93385762,500
"45",64.24498656,6800
"46",1.18519848,1700
"47",1.39799412,750
"48",0.932213610000002,1500
"49",0.18540657,1550
"50",3.90798765,4650
"51",0.02774394,450
"52",0.960184889999999,3750
"53",20.87732538,4700
"54",0.0210464099999993,600
"55",0.00980109,500
"56",0.00819432000000001,500
"57",0.00451917000000021,500
"58",0.00815768999999958,500
"59",0.895411349999998,450
"60",0.866216609999998,500
"61",0.242036189999999,1600
"62",1.04461758,1550
"63",0.16169202,450
"64",0.729004499999998,2700
"65",0.08082639,550
"66",0.083507489999999,450
"67",0.158413229999998,500
"68",49.61014713,8000
"69",0.14109147,450
"70",0.12738033,450
"71",1.19531313,6400
"72",0.0292524299999999,450
"73",0.117568349999999,450
"74",0.0649591200000015,500
"75",0.1628703,1050
"76",0.0986820299999979,450
"77",0.0959960700000012,550
"78",21.35403198,4800
"79",0.0377143200000013,500
"80",0.0230937299999998,500
"81",0.0115568999999998,450
"82",0.0188108100000012,450
"83",0.0523389600000006,500
"84",1.6046721,500
"85",0.15073164,4250
"86",9.48205422,4250
"87",0.046965060000001,550
"88",0.27333738,1100
"89",20.74802256,4300
"90",0.0666396900000013,550
"91",21.44801277,4400
"92",0.0558310499999999,900
"93",0.25482528,450
"94",0.102496770000001,500
"95",0.0135920700000001,450
"96",23.71353183,4550
"97",0.124985429999999,500
"98",0.0735727500000013,450
"99",0.8087859,4350
"100",0.0723357900000003,650
"101",0.0501704099999995,550
"102",0.0134171099999999,450
"103",0.0507009599999997,500
"104",0.0517329900000009,450
"105",0.0153532799999999,450
"106",0.0444573900000003,450
"107",0.01088955,450
"108",0.0839354399999999,550
"109",0.0941880600000006,550
"110",0.108961469999999,500
"111",1.19033145,450
"112",1.40812938,550
"113",2.18918025,650
"114",1.94043024,550
"115",2.55186342,450
"116",5.45473638000001,4500
"117",0.0354713399999995,550
"118",0.0686908800000002,450
"119",0.0736379999999982,500
